Name,Card Type,Code,Color,Trait,Level,Cost,AP,HP,Link Requirement,Command Pilot/Pilot Name,Unit Link (Pilot/Trait),Link Description,Pair Effect,Pair Description,Repair,Breach,Support,High Maneuver,Destroyed Effect,Deploy Effect,Rest Effect,First Strike Effect,Ping Effect,Token/Unit Generation,Resource Generation,Cost Reduction Effect,Set Unit/Base As Active,Active Enemy Target Effect,Draw Card Effect,Recover Effect,AP(+) Effect,AP(-) Effect,HP(+) Effect,AP Reduction Prevention,Damage Prevention Effect,Force Target Priority,Bounce Effect,Blocker,Effect Description
Zowort | F/D-19,Unit,ST01-009,White,(Academy),2,2,3,2,No,None,None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,This Unit can't choose the enemy player as its attack target.
Amuro Ray,Pilot,ST01-010,Blue,(Earth Federation)(White Base Team)(Newtype),4,1,2,1,No,Amuro Ray,None,None,No,None,0,0,0,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,[When Paired] Choose 1 enemy Unit with 5 or less HP. Rest it.
Suletta Mercury,Pilot,ST01-011,White,(Academy),4,1,1,2,No,Suletta Mercury,None,None,No,None,0,0,0,No,No,No,No,No,No,No,Yes*,No,No,No,No,No,No,No,No,No,No,No,No,No,[Attack] [Once per Turn] Choose 1 of your Resources. Set it as active.
Thoroughly Damaged | Hayato Kobayashi,Command/Pilot,ST01-012,Blue,(Earth Federation)(White Base Team),2,1,0,1,No,Hayato Kobayashi,None,None,No,None,0,0,0,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,[Main] Choose 1 rested enemy Unit. Deal 1 damage to it.
Kai's Resolve | Kai Shiden,Command/Pilot,ST01-013,Blue,(Earth Federation)(White Base Team),3,1,1,0,No,Kai Shiden,None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,[Main] Choose 1 friendly Unit. It recovers 3 HP.
Unforeseen Incident,Command,ST01-014,White,None,3,1,0,0,No,None,None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,[Main]/[Action] Choose 1 enemy Unit. It gets AP-3 during this turn.
White Base,Base,ST01-015,Blue,(Earth Federation)(White Base Team)(Warship),3,2,0,5,No,None,None,None,No,None,0,0,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,[Active Main][Once Per Turn]2 If you have no units deploy 1 [Gundam]((White Base Team)AP3xHP3) Unit token. If you have one unit deploy 1 [GunCannon]((White Base Team)AP2xHP2) Unit token. If you have two or more units deploy 1 [GunTank]((White Base Team)AP1xHP1) Unit token.
"Asticassia School of Technology, Earth House",Base,ST01-016,White,(Academy)(Stronghold),2,1,0,5,No,None,None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,[Activate Main] Rest this Base : All friendly Link Unites get AP+1 during this turn.
Wing Gundam | XXXG-01W,Unit,ST02-001,Green,(Operation Meteor),6,4,4,5,Yes,None,Heero Yuy,None,No,None,0,5,0,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,This Unit may choose an active enemy Unit that is Lv.4 or lower as its attack target.
Wing Gundam (Bird Mode) | XXXG-01W,Unit,ST02-002,Green,(Operation Meteor),3,3,2,2,Yes,None,Heero Yuy,None,No,None,0,0,0,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,[Deploy] Place 1 EX Resource
Gundam Heavyarms | XXXG-01H,Unit,ST02-003,Green,(Operation Meteor),5,3,3,4,Yes,None,Trowa Barton,None,Yes,"[During Pair] During your turn, when this Unit destroys an enemy Unit with battle damage, deal 1 damage to all enemy Units that are Lv.3 or lower.",0,0,0,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"[During Pair] During you turn, when this Unit destroys an enemy Unit with battle damage, deal 1 damage to all enemy Units that are Lv.3 or lower."
Gundam Sandrock | XXXG-01SR,Unit,ST02-004,Green,(Operation Meteor),4,2,4,3,Yes,None,Quatre Raberba Winner,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,None
Maganac | WMS-03,Unit,ST02-005,Green,(Maganac Corps),2,2,3,2,No,None,None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,None
Tallgeese | OZ-00MS,Unit,ST02-006,Blue,(OZ),5,4,4,4,Yes,None,Zechs Merquise,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,[Activate Main] [Once per Turn] 4: Set this Unit as Active
Leo | OZ-06MS,Unit,ST02-007,Blue,(OZ),2,2,2,2,Yes,None,OZ (Trait),None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,None
Aries | OZ-07AMS,Unit,ST02-008,Blue,(OZ),2,2,2,1,No,None,None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,None
Tragos | OZ-07MS,Unit,ST02-009,Blue,(OZ),1,1,1,1,No,None,None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,None
Heero Yuy,Pilot,ST02-010,Green,(Operation Meteor),4,1,2,1,No,Heero Yuy,None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No, This Unit gets AP+1 and HP+1 while linked.
Zechs Merquise,Pilot,ST02-011,Blue,(OZ),5,1,2,1,No,Zechs Merquise,None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,"[During Link] During your turn, when this Unit destroys an enemy Unit with battle damage, draw 1 card."
Simultaneous Fire | Trowa Barton,Command/Pilot,ST02-012,Green,(Operation Meteor),4,1,1,1,No,Trowa Barton,None,None,No,None,0,3,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,[Main] Choose 1 of your Units. It gains <Breach 3> during this turn.
Peaceful Timbre | Quarte Raberba Winner,Command/Pilot,ST02-013,Green,(Operation Meteor),4,1,1,1,No,Quarte Raberba Winner,None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"[Action] During this battle, your shield area cards can't receive damage from enemy Units that are Lv.4 or lower."
Siege Ploy,Command,ST02-014,Blue,None,3,1,0,0,No,None,None,None,No,None,0,0,0,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,[Main]/[Action] Choose 1 enemy Unit with 5 or less HP. Rest it. Burst: Activate this card's [Main].
Saint Gabriel Institute,Base,ST02-015,Green,(Academy)(Stronghold),2,2,0,5,No,None,None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Then, look at the top 2 cards of your deck and return 1 to the top and 1 to the bottom."
Corsica Base,Base,ST02-016,Blue,(OZ)(Stronghold),3,3,0,5,No,None,None,None,No,None,0,0,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Then, if it is your turn, deploy 1 [Tallgeese]((OZ)AP4*HP2) Unit token. If it is your turn and a card with ""Corsica Base"" in its card name is in your trash, deploy 2 [Leo]((OZ)AP1*HP1) Unit tokens instead."
Sinanju,Unit,ST03-001,Red,(Neo Zeon),6,5,5,4,Yes,None,Full Frontal,None,Yes,[During Pair]This Unit gains <High-Maneuver>,0,0,0,Yes*,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,[During Pair]This Unit gains <High-Maneuver>
Angelo's Geara Zulu | AMS-129,Unit,ST03-002,Red,(Neo Zeon),4,3,3,3,Yes,None,Angelo Sauper,None,No,None,0,0,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,[Activate Main] <Support 2>
Geara Zulu | AMS-129,Unit,ST03-003,Red,(Neo Zeon),3,2,3,2,Yes,None,Neo Zeon (Trait),None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,None
Gaza D (Sleeves) | AMX-006,Unit,ST03-004,Red,(Neo Zeon),2,2,2,1,No,None,None,None,No,None,0,0,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,[Activate Main] <Support 2>
Dra-C (Sleeves) | MS-21C,Unit,ST03-005,Red,(Neo Zeon),1,1,1,2,No,None,None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,None
Char's Zaku II | MS-06S,Unit,ST03-006,Green,(Zeon),3,2,3,2,Yes,None,Char Aznable,None,No,None,0,0,0,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,[Destroyed] Look at the top 3 cards of your deck. You may reveal 1 (Zeon)/(Neo Zeon) Unit card among them and add it to your hand. Return the remaining cards randomly to the bottom of your deck.
Zaku I | MS-05,Unit,ST03-007,Green,(Zeon),1,1,1,2,No,None,None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,None
Zaku II | MS-06,Unit,ST03-008,Green,(Zeon),2,1,1,2,No,None,None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,[Attack] This Unit gets AP+2 during this turn.
Gouf | MS-078,Unit,ST03-009,Green,(Zeon),3,3,2,3,Yes,None,Rambo Ral,None,No,None,0,0,0,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,[Deploy] Deploy 1 rested [Zaku II]((Zeon)AP1*HP1) Unit token.
Full Frontal,Pilot,ST03-010,Red,(Neo Zeon)(Cyber-Newtype),6,1,2,2,No,Full Frontal,None,None,No,None,0,0,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,[When Paired] You may deploy 1 (Neo Zeon)/(Zeon) Unit card this is Lv.4 or lower from your hand.
Char Aznable,Pilot,ST03-011,Green,(Zeon)(Newtype),3,1,1,1,No,Char Aznable,None,None,No,None,0,0,0,Yes*,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,"[Attack]During this turn, this Unit gets AP+1 and, if it is a Link Unit, it gains <High-Maneuver>"
Indignation | Angelo Sauper,Command/Pilot,ST03-012,Red,(Neo Zeon),2,1,1,0,No, Angelo Sauper,None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,[Main] / [Action] Choose 1 friendly Unit. It gets AP+2 during this turn.
Close Combat,Command,ST03-013,Red,None,2,2,0,0,No,None,None,None,No,None,0,0,0,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,[Main] / [Action] Choose 1 enemy Unit. Deal 2 damage to it.
The Blue Giant | Ramba Ral,Command/Pilot,ST03-014,Green,(Zeon),4,1,1,1,No,Ramba Ral,None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,[Action] Choose 1 friendly Unit. It can't receive battle damage from enemy Units with 2 or less AP during this battle.
Rewloola,Base,ST03-015,Red,(Neo Zeon)(Warship),3,2,0,5,No,None,None,None,No,None,0,0,0,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Then, choose 1 enemy Unit with 5 or less AP. Deal 1 damage to it"
Falmel,Base,ST03-016,Green,(Zeon)(Warship),3,2,0,5,No,None,None,None,No,None,0,0,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Then, if it is your turn, deploy 1 rested [Char's Zaku II]((Zeon)AP3*HP1) Unit token."
Aile Strike Gundam | GAT-X105+AQM/E-X01,Unit,ST04-001,White,(Earth Alliance),5,4,4,4,Yes,None,Kira Yamato,None,Yes,[When Paired Lv.4 or Higher Pilot] Choose 1 enemy Unit with 4 or less HP. Return it to its owner's hand.,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,[When Paired Lv.4 or Higher Pilot] Choose 1 enemy Unit with 4 or less HP. Return it to its owner's hand.
Strike Gundam | GAT-X105,Unit,ST04-002,White,(Earth Alliance),4,2,3,3,Yes,None,Kira Yamato,None,No,None,0,0,0,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,"[Deploy] Draw 1. Then, discard 1."
Moebius Zero | TS-MA2mod 00,Unit,ST04-003,White,(Earth Alliance),3,2,2,4,Yes,None,Mu La Flaga,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,None
Moebius | TS-MA2,Unit,ST04-004,White,(Earth Alliance),1,1,1,1,No,None,None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,None
Strike Dagger | GAT-01,Unit,ST04-005,White,(Earth Alliance),2,2,3,2,No,None,None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,None
Aegis Gundam | GAT-X303,Unit,ST04-006,Red,(ZAFT),4,3,4,3,Yes,None,Athrun Zala,None,No,None,0,0,0,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"[Attack] If this Unit has 5 or more AP, choose 1 enemy Unit that is Lv. 5 or higher. Deal 3 damage to it."
Aegis Gundam | GAT-X303 (MA Mode),Unit,ST04-007,Red,(ZAFT),4,3,3,4,Yes,None,Athrun Zala,None,No,None,0,3,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,None
Ginn | ZGMF-1017,Unit,ST04-008,Red,(ZAFT),2,1,2,2,No,None,None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,None
Miguel's Ginn | ZGMF-1017,Unit,ST04-009,Red,(ZAFT),2,2,3,1,Yes,None,Miguel Ayman,None,Yes,"[During Pair] [Destroyed] If you have another Link Unit in play, draw 1.",0,0,0,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,"[During Pair] [Destroyed] If you have another Link Unit in play, draw 1."
Kira Yamato,Pilot,ST04-010,White,(Earth Alliance)(Coordinator),4,1,2,1,No,Kira Yamato,None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,[Attack] Choose 1 enemy Unit. It gets AP-2 during this battle.
Athrun Zala,Pilot,ST04-011,Red,(ZAFT)(Coordinator),4,1,1,2,No,Athrun Zala,None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"[When linked] If this is a Link Unit, during this turn, it may choose an active enemy Unit that is Lv.5 or lower as its attack target."
Striker Pack,Command,ST04-012,White,None,4,2,0,0,No,None,None,None,No,None,0,0,0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"[Main] If you have no (Earth Alliance) Unit tokens in play, deploy 1 [Sword Strike Gundam]]((Earth Alliance)-AP4-HP2-<Blocker>) or 1 [Launcher Strike Gundam]]((Earth Alliance)-AP2-HP4-<Blocker>) Unit token."
Hawk of Endymion | Mu La Flaga,Command/Pilot,ST04-013,White,(Earth Alliance),2,1,1,0,No,Mu La Flaga,None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,[Main]/[Action] Choose 1 enemy Unit 3 or less HP. Return it to it's owner's hand.
The Magic Bullet of Dusk | Miguel Ayman,Command/Pilot,ST04-014,Red,(ZAFT)(Coordinator),3,1,0,1,No,Miguel Ayman,None,None,No,None,0,0,0,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,[Main]/[Action] Choose 1 friendly Unit that is LV.2 or lower. It gains <First Strike> during this turn.
Archangel,Base,ST04-015,White,(Earth Alliance)(Warship),3,1,0,5,No,None,None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,[Activate Main] [Once per Turn] 2 : Choose 1 friendly Unit with <Blocker>. Set it as active. It can't attack during this turn.
Vesalius,Base,ST04-016,Red,(ZAFT)(Warship),3,1,0,5,No,None,None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,[Activate Main] Rest this Base : Choose 1 friendly Unit. It gets AP+1 during this turn.
Gundam Barbatos 4th Form | ASW-G-08,Unit,ST05-001,Purple,(Tekkadan)(Gundam Frame),6,4,4,5,Yes,None,Mikazuki Augus,None,No,None,0,0,0,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,"[Deploy] Choose 1 of your other Units. Deal 1 damage to it. It gets AP+1 during this turn. While this is damaged, it gains <Suppression>."
Gundam Barbatos 2nd Form | ASW-G-08,Unit,ST05-002,Purple,(Tekkadan)(Gundam Frame),4,2,2,4,Yes,None,Mikazuki Augus,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,"While this Unit is Damaged, it gets AP+2"
CGS Mobile Worker | TK-S3,Unit,ST05-003,Purple,(Tekkadan),1,1,0,2,No,None,None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,[Activate Main] Rest this Unit: Choose 1 of your Units. Deal 1 damage to it. It gets AP+1 during this turn.
Graze Custom | EB-06/tc,Unit,ST05-004,Purple,(Tekkadan),2,1,2,2,No,None,None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,None
Gundam Gusion Rebake | ASW-G-11,Unit,ST05-005,Purple,(Tekkadan)(Gundam Frame),4,3,3,4,Yes,None,Akihiro Altland,None,No,None,0,0,0,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,[Destroyed] Choose 1 enemy Unit with 4 or less AP. Rest it.
Hyakuren | STH-05,Unit,ST05-006,Purple,(Teiwaz),3,2,4,3,No,None,None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,None
McGillis' Schwalbe Graze | EB-05s,Unit,ST05-007,White,(Gjallarhorn),4,3,4,2,Yes,None,McGillis Fareed,None,Yes,[When Paired] Choose 1 enemy Unit that is Lv.3 or lower. It gets AP-2 during this turn.,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,[When Paired] Choose 1 enemy Unit that is Lv.3 or lower. It gets AP-2 during this turn.
Graze Commander Type | EB-06s,Unit,ST05-008,White,(Gjallarhorn),3,2,3,2,Yes,None,Gjallarhorn (Trait),None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,None
Graze | EB-06,Unit,ST05-009,White,(Gjallarhorn),2,1,2,2,No,None,None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,None
Mikazuki Augus,Pilot,ST05-010,Purple,(Tekkadan)(Alaya-Vijnana),4,1,2,1,No,Mikazuki Augus,None,None,No,None,0,0,0,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,[When Paired] Choose 1 of your Units and 1 enemy Unit. Deal 1 damage to them.
Akihiro Altland,Pilot,ST05-011,Purple,(Tekkadan)(Alaya-Vijnana),3,1,1,1,No,Akihiro Altland,None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,"[During Link] During your turn, when this Unit destroys an enemy Unit with battle damage, choose 1 (Tekkadan) Unit card that is Lv.2 or lower from your trash. Add it to your hand."
McGillis Fareed,Pilot,ST05-012,White,(Gjallarhorn),4,1,2,1,No,McGillis Fareed,None,None,No,None,0,0,0,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"[When Paired] If you have 2 or more other (Gjallarhorn)/(Tekkadan) Units in play, choose 1 enemy Unit with 3 or less HP. Rest it."
With Iron and Blood,Command,ST05-013,Purple,None,2,1,0,0,No,None,None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,[Main]/[Action] Choose 1 of your Units. Deal 1 damage to it. It gets AP+3 during this turn.
Fatal Strike,Command,ST05-014,Purple,None,4,2,0,0,No,None,None,None,No,None,0,0,0,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Choose 1 enemy Unit that is Lv.3 or lower. Destroy it.
Isaribi,Base,ST05-015,Purple,(Tekkadan)(Warship),3,1,0,5,No,None,None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,[Activate Main] Rest this Base : Choose 1 of your damaged Units. It gets AP+2 during this turn.
GQuuuuuuX (Omega Psycommu),Unit,ST06-001,Red,(Clan),5,3,4,4,Yes,None,Amate Yuzuriha (Machu),"[When Linked]If another friendly (Clan) Unit is in play, this gains <First Strike> during this turn.",No,None,0,0,0,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No," [When Linked]If another friendly (Clan) Unit is in play, this gains <First Strike> during this turn"
GQuuuuuuX (Omega Psycommu),Unit,ST06-002,Red,(Clan),4,3,4,2,Yes,None,Amate Yuzuriha (Machu),None,No,None,0,0,0,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"[Deploy]If another friendly (Clan) Unit is in play, choose 1 enemy Unit. Deal 1 damage to it."
Gaia's Rick Dom (GQ),Unit,ST06-003,Red,(Clan),2,2,2,2,Yes,None,Gaia (GQ),None,No,None,0,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,None
Gelgoog (GQ),Unit,ST06-004,Red,(Zeon),2,1,2,2,No,None,None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,None
Red Gundam,Unit,ST06-005,Green,(Clan),4,3,4,3,Yes,None,Shuji Ito,None,No,None,0,1,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,[Attack]Choose 1 to 2 friendly (Clan) Units. They get AP+2 during this turn.
Red Gundam,Unit,ST06-006,Green,(Clan),4,2,3,4,Yes,None,Shuji Ito,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,None
Ortega's Rick Dom (GQ),Unit,ST06-007,Green,(Clan),3,2,3,2,Yes,None,Ortega (GQ),None,No,None,0,0,0,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"[Deploy]Choose 1 of your other (Clan) Units. During this turn, it may choose an active enemy Unit with 3 or less AP as its attack target."
Sugai's Gelgoog (GQ),Unit,ST06-008,Green,(Clan),3,2,3,3,Yes,None,Clan (Trait),None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,None
Amate Yuzuriha (Machu),Pilot,ST06-009,Red,(Clan)(Newtype),4,1,2,1,No,Amate Yuzuriha (Machu),None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,"[When Linked]Look at the top card of your deck. If it is a (Clan) card, you may reveal it and add it to your hand. Return any remaining card to the bottom of your deck."
Shuji Ito,Pilot,ST06-010,Green,(Clan)(Newtype),4,1,1,2,No,Shuji Ito,None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"[During Link][Attack]If you have a (Clan) Unit in play, look at the top card of your deck. Return it to the top or bottom of your deck."
Ruthless Tactics | Gaia (GQ),Command/Pilot,ST06-011,Red,(Clan),3,1,1,0,No,Gaia (GQ),None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,[Main]/[Action]Choose 1 to 2 friendly (Clan) Units. They get AP+2 during this turn. [Pilot][Gaia (GQ)]
Schoolgirl and Smuggler,Command,ST06-012,Green,None,1,1,0,0,No,None,None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No, [Main]Look at the top 3 cards of your deck. You may reveal 1 (Clan) Unit card/Pilot card among them and add it to your hand. Return the remaining cards randomly to the bottom of your deck.
Fierce Unity | Ortega (GQ),Command/Pilot,ST06-013,Green,(Clan),3,1,1,0,No,Ortega (GQ),None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,[Action]Choose 1 to 2 friendly (Clan) Units. They can't receive battle damage from enemy Units that are Lv.2 or lower during this turn. [Pilot][Ortega (GQ)]
Clan Battle,Base,ST06-014,Red,(Clan)(Stronghold),3,1,0,5,No,None,None,None,No,None,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No," [Activate･Main]Rest this Base：If a friendly (Clan) Link Unit is in play, choose 1 friendly Unit. It gets AP+2 during this turn."
"Kaneban Co., Ltd.",Base,ST06-015,Green,(Clan)(Stronghold),4,2,0,5,No,None,None,None,No,None,0,3*,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"[Once per Turn]When a friendly (Clan) Unit links, it gains <Breach 3> during this turn. (When this Unit's attack destroys an enemy Unit, deal the specified amount of damage to the first card in that opponent's shield area.)"
